ID,Incidence
6c06615,4694.653997952844
e0cf76e,4810.1746095361905
e9f95f0,4487.05224685279
5dffe44,3828.460268347182
9f9ea9b,3483.560461616949
6896488,3223.3393444749754
876b028,4412.08293062252
7ce72e2,4419.0171704170125
9cd2749,4115.31440569165
84719e8,3666.266048238439
22ae4c5,3365.28032012598
18a4727,2978.12681139417
0c22b19,3811.06881597041
6482a24,4062.94357774075
ecefe76,3751.5219963686
d6c69da,3639.8473417579003
eb5d6cb,3274.3044430882
403aca5,3031.307786899
a2b95d6,3623.58021718378
a1908a8,3790.75856402623
505415e,3702.93929213185
f786e41,3477.84578939352
8f00430,3247.67387049444
7b1c086,3031.307786899
8121180,3409.51698484219
0e04943,3575.80634637951
96eee48,3649.15945810316
ffd7748,3450.025394897455
3e6ac0c,3276.27814700868
e6616d1,2981.49504012667
7b252b3,3362.36753454478
0c7ff70,3512.61967028045
76b1fbc,3649.15945810316
8d795b9,3409.51698484219
30f3314,3217.2733108816
e0765bb,2968.46479249423
15d61cd,3337.72606480812
d7351a4,3529.33408380533
a02a8c9,3614.86426190571
f35189b,3457.11223157629
6f45b0a,3160.30313930636
ee3fc13,3101.40847839011
c913d68,3290.8841074316
4dec7bf,3476.38344082354
daaff37,3600.07889648773
e5a07d3,3419.08001286409
efd06d0,3245.52900495059
c037c6b,3091.60965048313
1110030,3280.21644800906
6ce4789,3476.38344082354
c5eb9ac,3565.63845049603
76d7382,3438.80267866157
9a3ba7e,3252.08621893373
f200b42,3142.93232182059
1c4e1dc,3294.88591911075
aa0d75e,3470.52471845541
fd1647d,3602.18034109459
4fb9ace,3487.36826247121
a26e712,3266.01075114089
b0179d2,3181.49090266772
23043db,3320.04011692947
655708c,3476.38344082354
2187861,3600.07889648773
06e7330,3530.65466184814
ee7f0e4,3336.09899887824
2d72e8f,3210.61899451555
e250a73,3336.09899887824
b21c05b,3544.3240914501
9b375a0,3690.20895836547
68e4a96,3651.54989073705
89b9241,3367.14337842258
05c79d9,3282.99179030171
5c825db,3277.84071983106
b9e498c,3508.20515439081
60895de,3685.14201947797
f5cfb0a,3617.64893465615
8363c20,3367.14337842258
cb7a4a3,3243.52781531707
4cc27bd,3350.76513826327
c43f8b3,3656.3150316699
689a8af,3884.3458444102
4092aca,3784.23863086222
6bb2b7e,3481.79483105931
49276dd,3321.82874925316
e82d3eb,3373.90088241961
fa9d74c,3649.04620614102
d2f7027,3969.71116701907
52dadec,3784.88858464711
f6a42a9,3521.542936198
9301297,3351.89092130304
e390ed9,3377.18857488854
495c3ec,3721.58819925605
0f6a44d,3938.52368347227
9509b6f,3873.52744145559
aeed999,3553.34409207768
0c3b4fb,3398.90929035924
2187382,3555.21906773372
0cb37bd,3862.37970202772
095a94a,4070.64934282007
4ba2ebb,4129.98984814937
22a1bcb,3793.83409658367
f53493d,3585.89684048688
e0929cc,4004.21502005815
834618e,4395.98034796044
2d50839,5254.464903224
84c14e8,5052.83276045491
4529661,4467.33887963179
8ba2c39,4103.03414565079
87079ae,4321.89811662635
438ff1c,4779.51688465239
0c2f158,6011.37119390129
755b4ae,5978.57137522011
b6d2c41,5248.954969018728
af14618,4588.21214340302
9ea1b14,4946.29854621238
ef7ae73,5707.65404419099
f9569e3,6568.89976404493
a1ca768,6781.69117942343
3774bea,5787.86014967833
8b6872c,5029.31249952944
cbad409,4946.95873928279
89387b9,5848.73125156871
baa37ae,6824.41308626159
397e0ae,6608.03861745281
1894aa7,5787.86014967833
f52ecfb,5003.32476572234
9708875,5533.85857629392
40ce2dc,6332.951031715
9e86ad6,7561.83968838934
53426d9,7335.98923914614
2f30ecc,6303.84393714149
9d0482e,5418.50865990733
7a90863,5295.36115061217
a222508,6405.75786067915
457799c,7550.46417730675
eeb34b0,6739.81981554506
6df2fc5,5964.16341412067
b1d9a16,5177.37030932008
afd2c53,5418.81992344114
06991bb,6603.30830373584
94e53cf,7355.51425671314
e7d4a10,7042.53248029643
5d3e109,6101.44286726278
c02b98e,5348.51833114828
da27ff6,5581.17491089987
409d597,6858.85606006191
e76c65e,7934.02974530029
2a6a894,7254.64616607526
0a5999f,6303.84393714149
0afd027,5362.92827787948
f982966,5384.62304680175
c5cff8c,6816.13137513021
aca3a7b,7432.90576886588
1d3cebf,7077.02651750648
ec7fcc8,6029.05552315497
c642027,5354.66187297283
6f4e16d,5430.12973370697
8cbfd5c,6847.72612576324
ebec1c2,7941.10584344845
a293fd7,7390.5743119653
4003359,6404.53682773629
f2168a5,5420.58529296609
5350ec2,5735.84265715534
f654396,6905.40876831088
0841eb5,7967.98441217161
97d55fa,7732.061419815819
28751c5,6749.10701031973
10611eb,5748.62698714226
779c31a,5519.1917102741
1ca6d63,6534.95068884155
5308adb,7553.11268046986
72aca77,7329.84294272765
2de2077,6430.55173337306
c386017,5707.19823598817
4644019,5355.65425329003
755df05,6405.75786067915
9d314e3,7138.44446005596
216c726,6740.969176256169
f661616,5952.97858687655
8b31800,5074.59527406633
2b337b9,4814.20753482996
e0b2889,4865.98154516926
2aff575,4440.54257010598
6e12e5f,3846.49478819924
0dfeed6,3479.552174048907
a5b56ed,3248.59276459816
0aeb368,4336.32407702246
ca4019d,4544.18210037684
c9ab59b,4199.32925727385
d8520d0,3716.36891290052
caa0336,3401.8765245484
379219b,3121.9925243816
47c9d81,3947.39916909479
5ced535,4163.75596522509
f084d05,3811.60755076842
fa2061e,3566.12574672056
b07f33e,3264.15732739581
a77b481,3043.01645020134
0434a3d,3687.30354258441
ca691f9,3838.26177600543
def157f,3735.08274821741
d6dd9b4,3480.2287899196103
ec2a679,3276.27814700868
1a23cc5,3043.01645020134
a4d7800,3398.91522865364
95e64ba,3624.59315667757
fcc0004,3702.93929213185
7ab2b5f,3480.22878991961
73f5474,3255.97749667352
ece0bef,3031.307786899
1bc4433,3389.93621895346
505b02b,3612.01196570803
972b512,3700.59701666735
ce48e10,3449.26582002801
a33b551,3255.97749667352
71a8e05,3014.35623315322
16465c1,3389.93621895346
4551fa3,3606.19072664502
96d907a,3700.59701666735
1059061,3480.22878991961
83389f9,3255.97749667352
70ca270,3024.99867373524
132c243,3363.22724224834
7ad868d,3580.52944056829
be2b8ca,3700.59701666735
68ec7ba,3480.22878991961
02dabd6,3274.3044430882
2f3fd0e,3031.307786899
73142ee,3363.22724224834
43486df,3575.80634637951
af17a9d,3687.30354258441
d801988,3494.08001298668
78c10fb,3282.99179030171
b22ef7f,3111.02846540407
ef24e7f,3337.72606480812
d197d26,3570.7292957155
77c6ece,3700.59701666735
070e6f1,3558.81137689622
9efaf4c,3330.28738637623
019a08e,3192.69269477904
21b1c9f,3326.7449537144
986c331,3544.25168664048
a51f3ed,3771.2491044011
31fe347,3644.66017572525
27a2ab0,3395.16962166079
bdcedec,3171.36712242286
006856b,3342.25173283723
51928a1,3609.15285996255
75fa097,3811.60755076842
55f7e1a,3750.0106337495
2bdd35e,3449.26582002801
8025e9f,3294.93213032543
56ffb40,3321.1719459925
615a480,3570.7292957155
769630a,3786.36257051426
aceb872,3757.32307964591
1567e81,3404.34801150367
1565b10,3270.0845212018
97eca49,3365.43679071694
76d8335,3657.9493662901
5496be4,3972.26315253535
079fd33,3842.6569037864865
3b7babe,3497.10380908026
830f896,3336.09899887824
