ID,Incidence
6c06615,2571.497532466834
e0cf76e,3168.9755164791422
e9f95f0,3639.144509658945
5dffe44,3424.11884587197
9f9ea9b,2887.337662908947
6896488,2433.963906090765
876b028,2696.7684356102836
7ce72e2,3294.246419622592
9cd2749,3764.4154128023947
84719e8,3549.3897490154195
22ae4c5,3012.608566052397
18a4727,2559.2348092342145
0c22b19,2829.692897168017
6482a24,3427.1708811803255
ecefe76,3897.3398743601283
d6c69da,3682.314210573153
eb5d6cb,3145.5330276101304
403aca5,2692.159270791948
a2b95d6,2303.2908229899476
a1908a8,2900.768807002256
505415e,3370.9378001820587
f786e41,3155.9121363950835
8f00430,2619.130953432061
7b1c086,2165.7571966138785
8121180,3069.186367226939
0e04943,3666.6643512392475
96eee48,4136.83334441905
ffd7748,3921.807680632075
3e6ac0c,3385.0264976690523
e6616d1,2931.65274085087
7b252b3,3144.151645561593
0c7ff70,3741.629629573901
76b1fbc,4211.798622753704
8d795b9,3996.7729589667288
30f3314,3459.991776003706
e0765bb,3006.6180191855237
15d61cd,3282.591680487647
d7351a4,3880.0696644999553
a02a8c9,4350.238657679758
f35189b,4135.212993892783
6f45b0a,3598.43181092976
ee3fc13,3145.058054111578
c913d68,3492.9844714569335
4dec7bf,4090.462455469242
daaff37,4560.631448649045
e5a07d3,4345.605784862069
efd06d0,3808.8246018990467
c037c6b,3355.4508450808644
1110030,3576.8301974766655
6ce4789,4174.308181488974
c5eb9ac,4644.477174668777
76d7382,4429.451510881801
9a3ba7e,3892.6703279187786
f200b42,3439.2965711005963
1c4e1dc,3660.8914624153113
aa0d75e,4258.36944642762
fd1647d,4728.538439607422
4fb9ace,4513.512775820447
a26e712,3976.7315928574244
b0179d2,3523.357836039242
23043db,3858.1989319734566
655708c,4455.676915985765
2187861,4925.845909165568
06e7330,4710.8202453785925
ee7f0e4,4174.03906241557
2d72e8f,3720.6653055973875
e250a73,2835.014962896239
b21c05b,3432.4929469085473
9b375a0,3902.66194008835
68e4a96,3687.636276301375
89b9241,3150.855093338352
05c79d9,2697.48133652017
5c825db,3253.633278664842
b9e498c,3851.11126267715
60895de,4321.280255856953
f5cfb0a,4106.254592069978
8363c20,3569.473409106955
cb7a4a3,3116.0996522887726
4cc27bd,3228.4329648404964
c43f8b3,3825.9109488528047
689a8af,4296.0799420326075
4092aca,4081.0542782456323
6bb2b7e,3544.2730952826096
49276dd,3090.8993384644273
e82d3eb,3535.3648944663582
fa9d74c,4132.8428784786665
d2f7027,4603.011871658469
52dadec,4387.986207871494
f6a42a9,3851.2050249084714
9301297,3397.831268090289
e390ed9,3535.0449302858324
495c3ec,4132.522914298141
0f6a44d,4602.6919074779435
9509b6f,4387.666243690968
aeed999,3850.8850607279455
0c3b4fb,3397.5113039097632
2187382,3853.214923108142
0cb37bd,4450.69290712045
095a94a,4920.861900300253
4ba2ebb,4705.836236513278
22a1bcb,4169.055053550255
f53493d,3715.681296732073
e0929cc,4177.104010349547
834618e,4774.581994361855
2d50839,5244.750987541658
84c14e8,5029.725323754683
4529661,4492.94414079166
8ba2c39,4039.570383973478
87079ae,4311.430233501596
438ff1c,4908.908217513905
0c2f158,5379.0772106937075
755b4ae,5164.051546906732
b6d2c41,4627.2703639437095
af14618,4173.896607125527
9ea1b14,4643.420009962458
ef7ae73,5240.897993974766
f9569e3,5711.066987154569
a1ca768,5496.041323367594
3774bea,4959.260140404571
8b6872c,4505.886383586389
cbad409,4662.854280366359
89387b9,5260.332264378667
baa37ae,5730.50125755847
397e0ae,5515.4755937714945
1894aa7,4978.694410808472
f52ecfb,4525.320653990289
9708875,4801.957065646624
40ce2dc,5399.435049658932
9e86ad6,5869.604042838735
53426d9,5654.57837905176
2f30ecc,5117.797196088737
9d0482e,4664.423439270555
7a90863,5450.807316439867
a222508,6048.285300452175
457799c,6518.454293631978
eeb34b0,6303.428629845002
6df2fc5,5766.64744688198
b1d9a16,5313.273690063797
afd2c53,5789.8886779184395
06991bb,6387.366661930748
94e53cf,6857.535655110551
e7d4a10,6642.509991323575
5d3e109,6105.728808360553
c02b98e,5652.35505154237
da27ff6,5426.726892935898
409d597,6024.204876948206
e76c65e,6494.373870128009
2a6a894,6279.348206341034
0a5999f,5742.567023378011
0afd027,5289.193266559829
f982966,5641.2863578966935
c5cff8c,6238.764341909002
aca3a7b,6708.933335088805
1d3cebf,6493.907671301829
ec7fcc8,5957.126488338807
c642027,5503.752731520624
6f4e16d,5599.47263211364
8cbfd5c,6196.950616125949
ebec1c2,6667.1196093057515
a293fd7,6452.093945518776
4003359,5915.312762555754
f2168a5,5461.939005737571
5350ec2,5813.499815145129
f654396,6410.977799157437
0841eb5,6881.14679233724
97d55fa,6666.121128550265
28751c5,6129.339945587242
10611eb,5675.96618876906
779c31a,5573.863484231697
1ca6d63,6171.341468244005
5308adb,6641.510461423808
72aca77,6426.484797636833
2de2077,5889.70361467381
c386017,5436.329857855628
4644019,6348.634743061382
755df05,6946.112727073691
9d314e3,7416.281720253493
216c726,7201.256056466518
f661616,6664.4748735034955
8b31800,6211.101116685313
2b337b9,2939.6547954933776
e0b2889,3537.132779505686
2aff575,4007.3017726854887
6e12e5f,3792.2761088985135
0dfeed6,3255.4949259354908
a5b56ed,2802.1211691173085
0aeb368,3842.4003608226485
ca4019d,4439.878344834957
c9ab59b,4910.04733801476
d8520d0,4695.021674227784
caa0336,4158.240491264762
379219b,3704.8667344465794
47c9d81,584.9668329972774
5ced535,1182.4448170095857
f084d05,1652.6138101893885
fa2061e,1437.5881464024133
b07f33e,900.8069634393905
a77b481,447.4332066212082
0434a3d,2041.026139184949
ca691f9,2638.5041231972573
def157f,3108.67311637706
d6dd9b4,2893.647452590085
ec2a679,2356.866269627062
1a23cc5,1903.4925128088798
a4d7800,2242.315897209861
95e64ba,2839.793881222169
fcc0004,3309.962874401972
7ab2b5f,3094.9372106149967
73f5474,2558.156027651974
ece0bef,2104.7822708337917
1bc4433,2940.537537509721
505b02b,3538.0155215220293
972b512,4008.184514701832
ce48e10,3793.158850914857
a33b551,3256.377667951834
71a8e05,2803.003911133652
16465c1,3194.717063532211
4551fa3,3792.195047544519
96d907a,4262.364040724322
1059061,4047.3383769373468
83389f9,3510.557193974324
70ca270,3057.1834371561417
132c243,3295.6578873066173
7ad868d,3893.1358713189256
be2b8ca,4363.304864498728
68ec7ba,4148.279200711753
02dabd6,3611.4980177487305
2f3fd0e,3158.124260930548
73142ee,3583.8397552278475
43486df,4181.317739240156
af17a9d,4651.486732419959
d801988,4436.461068632983
78c10fb,3899.6798856699606
b22ef7f,3446.3061288517783
ef24e7f,3408.2283339552814
d197d26,4005.7063179675897
77c6ece,4475.8753111473925
070e6f1,4260.849647360417
9efaf4c,3724.0684643973946
019a08e,3270.6947075792123
21b1c9f,2506.698492514057
986c331,3104.176476526365
a51f3ed,3574.345469706168
31fe347,3359.3198059191927
27a2ab0,2822.53862295617
bdcedec,2369.1648661379877
006856b,3341.171661713888
51928a1,3938.6496457261965
75fa097,4408.818638905999
55f7e1a,4193.792975119024
2bdd35e,3657.0117921560013
8025e9f,3203.638035337819
56ffb40,3083.5369569527975
615a480,3681.014940965106
769630a,4151.183934144909
aceb872,3936.1582703579334
1567e81,3399.3770873949106
1565b10,2946.0033305767283
97eca49,3317.0783857670613
76d8335,3914.5563697793696
5496be4,4384.725362959172
079fd33,4169.699699172197
3b7babe,3632.9185162091744
830f896,3179.544759390992
4ef308c,4593.207052338636
f1215b9,5190.685036350944
e54d0c4,5660.854029530747
e7feb07,5445.828365743771
c42d89c,4909.047182780749
0fa8ee1,4455.673425962566
e443efe,3826.6358478797774
4a8adff,4424.113831892086
75476dc,4894.2828250718885
ef3f196,4679.257161284913
bbdd023,4142.475978321891
11dabcc,3689.1022215037083
6bd66a0,4096.608434230788
4891d81,4694.086418243096
7e695bf,5164.255411422899
09fd59d,4949.229747635924
42c09bd,4412.448564672901
584d418,3959.0748078547185
01063a6,4378.811953315133
a032ab9,4976.289937327441
64e02f3,5446.458930507244
1dfb4ad,5231.433266720269
aff7030,4694.652083757246
9d4e995,4241.278326939064
1d239e0,4518.281676505285
924bc5a,5115.759660517593
c3722df,5585.928653697396
2c0a3cf,5370.902989910421
87ab97d,4834.121806947398
1096910,4380.748050129216
55fa901,4639.993652585981
c1702cb,5237.4716365982895
e379504,5707.640629778092
783e057,5492.614965991117
6d10917,4955.833783028094
93adacb,4502.460026209912
db7a6a3,5142.862219519535
570d4b6,5740.340203531843
8850167,6210.509196711646
dfc13a5,5995.483532924671
9e85e80,5458.702349961648
5a2934c,5005.328593143466
4e98783,5340.9921577621135
cd95ada,5938.470141774422
4305cd1,6408.639134954225
8baf2e1,6193.613471167249
f5d29f8,5656.832288204227
551ee64,5203.458531386044
85c2a82,5748.074587559182
e9289d8,6345.55257157149
261f78e,6815.721564751293
56a3744,6600.695900964318
fd69d2c,6063.914718001295
c5d7282,5610.540961183113
a4d4650,6212.6928337126155
8b2731a,6810.170817724924
6802d71,7280.339810904727
98213c0,7065.314147117751
218ebe2,6528.532964154729
fb93b5f,6075.159207336546
f2f536b,5645.812485937087
14860e7,6243.290469949396
f7e2f1b,6713.459463129198
d674788,6498.433799342223
c6bad08,5961.6526163792005
5589c38,5508.278859561018
287c19b,5951.760225287086
3e194a5,6549.238209299394
02b3ba7,7019.407202479197
ae0cb88,6804.3815386922215
eebcb26,6267.600355729199
cded2ab,5814.2265989110165
21ca46d,7029.948361060611
6385b09,7627.4263450729195
f155189,8097.595338252722
afd775c,7882.569674465747
d8537a6,7345.788491502724
65c81b1,6892.414734684542
c75a1da,6588.885771455214
16e7d3f,7186.363755467522
e3922f4,7656.532748647325
328e50f,7441.50708486035
7428a25,6904.725901897327
bf3ce63,6451.352145079145
a4dfe68,6674.671651014418
7935657,7272.149635026726
1b6013b,7742.318628206529
d302f61,7527.292964419554
bc251c8,6990.511781456531
b0676ac,6537.138024638349
c112573,6772.637591316132
ea12f66,7370.11557532844
9e7b3f6,7840.284568508243
62b0529,7625.258904721268
de655f6,7088.477721758245
0aa57c8,6635.103964940063
dcaf397,3086.5427630988124
8d8a8fa,3684.0207471111207
5e78b01,4154.1897402909235
51509f1,3939.1640765039483
7320d87,3402.3828935409256
85ae3ce,2949.0091367227433
5eba476,3330.1953494808404
a44f659,3927.6733334931487
27ebf99,4397.8423266729515
39b5598,4182.816662885976
ded1b3a,3646.0354799229535
6daa2bc,3192.661723104771
469db6d,2971.425006585545
f215fb3,3568.902990597853
537c41e,4039.071983777656
cfc80d2,3824.046319990681
976698e,3287.265137027658
a9f3eea,2833.8913802094758
40f420c,3030.886995164561
039d32c,3628.3649791768694
ab64c01,4098.533972356672
5583069,3883.508308569697
07f551e,3346.7271256066742
04ca339,2893.353368788492
e4e2915,4269.977271917451
4506929,4867.455255929759
394a10b,5337.624249109562
26d6c16,5122.598585322587
15ead00,4585.817402359564
540bba4,4132.443645541382
8298c39,3280.1917127130437
7f9ddec,3877.669696725352
77a3906,4347.838689905155
90f3ebc,4132.81302611818
f7b1542,3596.031843155157
bb10131,3142.6580863369745
9eed0c2,3539.069358572655
700a6a8,4136.547342584963
baa3dc5,4606.716335764766
76a3c2a,4391.690671977791
9e2e0d2,3854.909489014768
e850603,3401.5357321965857
ec35891,3737.5401718896173
61a2588,4335.018155901926
b74092b,4805.187149081728
3770bbc,4590.161485294753
14f6dcf,4053.3803023317305
f523f4c,3600.006545513548
1382ee5,3728.5239375406236
6aedba6,4326.001921552932
80d1c37,4796.170914732735
