Incidence,ID
3964.8418,6c06615
4171.4355,e0cf76e
4343.3135,e9f95f0
4054.3398,5dffe44
3478.7622,9f9ea9b
3310.409,6896488
3673.8962,876b028
3966.6863,7ce72e2
4008.268,9cd2749
3972.6467,84719e8
3628.2903,22ae4c5
3376.209,18a4727
3680.0098,0c22b19
3870.254,6482a24
3901.3972,ecefe76
3726.1167,d6c69da
3531.4775,eb5d6cb
3383.5527,403aca5
3483.935,a2b95d6
3713.5142,a1908a8
3750.8008,505415e
3575.497,f786e41
3465.2212,8f00430
3243.2249,7b1c086
3537.47,8121180
3531.7207,0e04943
3995.7576,96eee48
3773.9683,ffd7748
3279.4775,3e6ac0c
3215.0898,e6616d1
3420.1726,7b252b3
3526.938,0c7ff70
3841.8706,76b1fbc
3694.787,8d795b9
3460.708,30f3314
3244.009,e0765bb
3597.8108,15d61cd
3820.769,d7351a4
4029.6003,a02a8c9
3834.7302,f35189b
3451.1606,6f45b0a
3311.5757,ee3fc13
3488.9727,c913d68
3671.7031,4dec7bf
4026.2585,daaff37
3707.3037,e5a07d3
3414.717,efd06d0
3257.5105,c037c6b
3347.8289,1110030
3655.392,6ce4789
4070.2036,c5eb9ac
3650.0125,76d7382
3311.6936,9a3ba7e
3281.0647,f200b42
3501.4434,1c4e1dc
3798.1313,aa0d75e
4039.063,fd1647d
3704.6523,4fb9ace
3386.4321,a26e712
3379.636,b0179d2
3517.0588,23043db
3879.9062,655708c
4074.1028,2187861
3904.5962,06e7330
3556.1072,ee7f0e4
3376.8965,2d72e8f
3491.8381,e250a73
3585.508,b21c05b
3723.3545,9b375a0
3634.4478,68e4a96
3464.1948,89b9241
3438.1826,05c79d9
3557.9458,5c825db
3782.0457,b9e498c
3930.8003,60895de
3823.2422,f5cfb0a
3485.1746,8363c20
3309.2102,cb7a4a3
3486.8699,4cc27bd
3738.7344,c43f8b3
4067.6118,689a8af
4023.0164,4092aca
3757.3162,6bb2b7e
3589.5776,49276dd
3413.0552,e82d3eb
3687.7954,fa9d74c
3978.6338,d2f7027
3949.751,52dadec
3714.0579,f6a42a9
3536.225,9301297
3815.9773,e390ed9
3957.5012,495c3ec
4329.8105,0f6a44d
4229.617,9509b6f
3944.4053,aeed999
3856.1218,0c3b4fb
3579.0356,2187382
3973.7595,0cb37bd
4290.573,095a94a
4156.7266,4ba2ebb
3791.9163,22a1bcb
3580.5972,f53493d
3544.2085,e0929cc
3883.172,834618e
4296.204,2d50839
4182.353,84c14e8
3747.5134,4529661
3558.9346,8ba2c39
3849.861,87079ae
4442.751,438ff1c
4920.825,0c2f158
4845.608,755b4ae
4339.372,b6d2c41
3922.8943,af14618
4820.282,9ea1b14
5545.9854,ef7ae73
6371.308,f9569e3
6244.7627,a1ca768
5448.2373,3774bea
4674.7144,8b6872c
4221.865,cbad409
4955.046,89387b9
5498.3027,baa37ae
5355.6074,397e0ae
4736.7407,1894aa7
4254.742,f52ecfb
3793.5386,9708875
4471.17,40ce2dc
4949.2607,9e86ad6
4837.5186,53426d9
4295.209,2f30ecc
3945.1946,9d0482e
4118.7524,7a90863
4787.91,a222508
5223.166,457799c
5059.62,eeb34b0
4449.154,6df2fc5
4019.1177,b1d9a16
5666.7314,afd2c53
6936.415,06991bb
7679.966,94e53cf
7573.3706,e7d4a10
6620.5293,5d3e109
5719.6836,c02b98e
4074.336,da27ff6
4871.9443,409d597
5500.2383,e76c65e
5385.4473,2a6a894
4656.7417,0a5999f
4146.6455,0afd027
5042.8164,f982966
5939.072,c5cff8c
6799.5146,aca3a7b
6633.8364,1d3cebf
5685.6255,ec7fcc8
4782.51,c642027
4856.8447,6f4e16d
5775.25,8cbfd5c
6609.3027,ebec1c2
6472.892,a293fd7
5696.927,4003359
4900.2554,f2168a5
7237.9116,5350ec2
8954.151,f654396
9830.848,0841eb5
9680.72,97d55fa
8712.865,28751c5
7222.642,10611eb
5250.9062,779c31a
6271.5015,1ca6d63
7066.2646,5308adb
6972.1387,72aca77
6079.143,2de2077
5293.958,c386017
4880.12,4644019
5826.38,755df05
6620.233,9d314e3
6529.227,216c726
5671.625,f661616
4900.118,8b31800
3730.6948,2b337b9
3907.1982,e0b2889
3960.74,2aff575
3637.3613,6e12e5f
3362.0278,0dfeed6
3430.5544,a5b56ed
3618.5054,0aeb368
3819.2346,ca4019d
3842.0776,c9ab59b
3657.7056,d8520d0
3451.9883,caa0336
3374.4077,379219b
3734.4858,47c9d81
4223.4287,5ced535
4573.833,f084d05
4338.9253,fa2061e
4218.1934,b07f33e
3988.8389,a77b481
3507.7283,0434a3d
3606.526,ca691f9
3656.8628,def157f
3701.5383,d6dd9b4
3397.9226,ec2a679
3255.3887,1a23cc5
3522.6562,a4d7800
3606.8877,95e64ba
3717.7163,fcc0004
3540.2236,7ab2b5f
3304.579,73f5474
3203.4583,ece0bef
3511.249,1bc4433
3672.3513,505b02b
3701.0493,972b512
3496.9858,ce48e10
3307.7769,a33b551
3209.1597,71a8e05
3686.6157,16465c1
3910.871,4551fa3
3946.8936,96d907a
3752.7969,1059061
3468.0686,83389f9
3329.3325,70ca270
3398.5952,132c243
3416.4077,7ad868d
3546.1377,be2b8ca
3369.162,68ec7ba
3329.2153,02dabd6
3219.012,2f3fd0e
3544.524,73142ee
3694.3872,43486df
3662.0483,af17a9d
3683.4316,d801988
