Incidence,ID
4621.621696301316,6c06615
4813.320900258421,e0cf76e
4385.67184709656,e9f95f0
3830.094120539654,5dffe44
3484.228509544955,9f9ea9b
3223.3393444749754,6896488
4220.6886597193,876b028
4414.807904822128,7ce72e2
4115.3144056916635,9cd2749
3666.266048238435,84719e8
3359.897830809304,22ae4c5
3135.1177212338453,18a4727
3817.6845494346,0c22b19
3925.35827756729,6482a24
3776.89271719861,ecefe76
3498.76924586394,d6c69da
3276.27814700868,eb5d6cb
3078.11471469458,403aca5
3567.0946442446,a2b95d6
3674.541245416446,a1908a8
3575.80634637951,505415e
3395.98450398099,f786e41
3232.66692575759,8f00430
3030.94210479066,7b1c086
3464.51348432547,8121180
3602.25793416492,0e04943
3588.29218167495,96eee48
3523.74020227608,ffd7748
3180.16461549863,3e6ac0c
3106.40708028961,e6616d1
3373.01065453554,7b252b3
3504.99362130553,0c7ff70
3532.28515266687,76b1fbc
3402.41159106314,8d795b9
3232.08788550393,30f3314
3073.52006657491,e0765bb
3306.74470483684,15d61cd
3448.89520685001,d7351a4
3493.67829836425,a02a8c9
3403.46619441353,f35189b
3185.35395013039,6f45b0a
3073.52006657491,ee3fc13
3247.06329811492,c913d68
3461.47978483265,4dec7bf
3499.97371021506,daaff37
3411.05045599435,e5a07d3
3262.14071465124,efd06d0
3104.85775576008,c037c6b
3246.43116265626,1110030
3454.5047123409904,6ce4789
3602.01537337732,c5eb9ac
3411.05045599435,76d7382
3297.35373168394,9a3ba7e
3142.93232182059,f200b42
3295.36867592383,1c4e1dc
3493.15113891558,aa0d75e
3532.01477546271,fd1647d
3514.4573766497,4fb9ace
3329.9602702946,a26e712
3231.08002620176,b0179d2
3280.21644800906,23043db
3434.71828219336,655708c
3561.89608723435,2187861
3504.99362130553,06e7330
3317.50417199389,ee7f0e4
3198.26262547686,2d72e8f
3266.57038370723,e250a73
3510.01848346856,b21c05b
3685.14201947797,9b375a0
3608.28475522143,68e4a96
3377.18857488854,89b9241
3266.6297530971,05c79d9
3285.78588966334,5c825db
3563.68381187241,b9e498c
3683.91896264249,60895de
3603.48607323277,f5cfb0a
3394.97409979021,8363c20
3270.0845212018,cb7a4a3
3335.05172008647,4cc27bd
3629.17008961909,c43f8b3
3879.41012953562,689a8af
3744.39980137657,4092aca
3512.54793315454,6bb2b7e
3317.96886710188,49276dd
3371.83877871805,e82d3eb
3671.96384823021,fa9d74c
3986.92693321404,d2f7027
3793.48052166909,52dadec
3550.6236276004,f6a42a9
3374.02855356776,9301297
3371.83877871805,e390ed9
3671.96384823021,495c3ec
3975.55186083375,0f6a44d
3789.30837087771,9509b6f
3512.54793315454,aeed999
3345.9406204342,0c3b4fb
3458.29200616345,2187382
3823.34342904701,0cb37bd
4068.05215938927,095a94a
3975.55186083375,4ba2ebb
3768.47430898548,22a1bcb
3496.24683691329,f53493d
3965.68206408279,e0929cc
4526.25329880012,834618e
5125.19870966407,2d50839
5125.19870966407,84c14e8
4522.51819346236,4529661
4145.99117505901,8ba2c39
4451.11238129843,87079ae
5159.43037401586,438ff1c
6011.37119390129,0c2f158
5978.57137522011,755b4ae
5228.97095643239,b6d2c41
4500.61240935338,af14618
4932.87136184336,9ea1b14
5876.79931006513,ef7ae73
6837.60708513186,f9569e3
6741.26412427687,a1ca768
5843.9793872856,3774bea
5022.8400577231,8b6872c
4755.63238786091,cbad409
5767.73271254263,89387b9
6718.42105318514,baa37ae
6529.156425642,397e0ae
5748.06642855551,1894aa7
5003.32476572234,f52ecfb
5288.67291044932,9708875
6443.94255900967,40ce2dc
7321.10703293638,9e86ad6
7259.508314185999,53426d9
6222.61928049743,2f30ecc
5165.16134904854,9d0482e
5312.85339991825,7a90863
6284.06169628457,a222508
7137.39034569669,457799c
6899.24784800905,eeb34b0
5958.31646108012,6df2fc5
5133.85434971943,b1d9a16
5533.85857629392,afd2c53
6375.7870340988,06991bb
7311.28440879849,94e53cf
