ID,Incidence
6c06615,4692.130641454694
e0cf76e,4823.983741458057
e9f95f0,4462.167361146015
5dffe44,3811.229110067194
9f9ea9b,3463.300962200464
6896488,3216.5591270653185
876b028,4383.455475563147
7ce72e2,4409.597514818914
9cd2749,4107.767904436296
84719e8,3652.337353169444
22ae4c5,3357.352653532191
18a4727,3048.444794705799
0c22b19,3841.998443201846
6482a24,3970.262457985758
ecefe76,3690.058605300815
d6c69da,3474.8236430244697
eb5d6cb,3160.729525484706
403aca5,2927.2350079358234
a2b95d6,3588.145584330897
a1908a8,3725.1526633106027
505415e,3668.849892263523
f786e41,3441.6497893486685
8f00430,3186.2091628891444
7b1c086,3015.059731101195
8121180,3364.3200542968607
0e04943,3513.1221380023944
96eee48,3634.5530129029166
ffd7748,3344.9217255297776
3e6ac0c,3211.8453898722537
e6616d1,2922.1246959174146
7b252b3,3276.021478223223
0c7ff70,3431.030493715069
76b1fbc,3568.89292152348
8d795b9,3325.018132164779
30f3314,3153.7637527907577
e0765bb,2922.8388412734257
15d61cd,3290.0966300365562
d7351a4,3466.858917860689
a02a8c9,3570.2928338017573
f35189b,3370.5952627391334
6f45b0a,3162.5954444251697
ee3fc13,3016.5458078057623
c913d68,3237.9786437880934
4dec7bf,3439.3049343068596
daaff37,3524.592459714857
e5a07d3,3366.0525162830936
efd06d0,3157.6774698059853
c037c6b,3044.809847947088
1110030,3267.074647897591
6ce4789,3476.2390469532256
c5eb9ac,3533.933933544786
76d7382,3408.8794764351087
9a3ba7e,3236.8832060424074
f200b42,3150.727476241917
1c4e1dc,3233.3428346096744
aa0d75e,3438.1982009097574
fd1647d,3570.2311033885962
4fb9ace,3475.167030325161
a26e712,3290.875417347559
b0179d2,3177.389642447601
23043db,3264.141720821401
655708c,3463.2072904411325
2187861,3605.1274057490914
06e7330,3522.4846226906784
ee7f0e4,3322.249220986738
2d72e8f,3216.038905389571
e250a73,3304.9559120699787
b21c05b,3532.647873084662
9b375a0,3659.953822836256
68e4a96,3609.9182539241842
89b9241,3418.4519398523394
05c79d9,3292.2794080356985
5c825db,3266.982146382476
b9e498c,3518.8261986828893
60895de,3723.4523895297752
f5cfb0a,3641.5254284210723
