Incidence,ID
4658.662132413841,6c06615
4825.480341570886,e0cf76e
4384.135678993403,e9f95f0
3808.7642170674094,5dffe44
3458.2778989579397,9f9ea9b
3194.5450483886602,6896488
4187.4917888232485,876b028
4389.766059305393,7ce72e2
4105.48171485757,9cd2749
3615.6550498565957,84719e8
3364.3041158025567,22ae4c5
3123.399613309783,18a4727
3842.493435274544,0c22b19
4022.403150298115,6482a24
3874.7929011165734,ecefe76
3510.2666928772874,d6c69da
3261.9264660307354,eb5d6cb
3039.769508608601,403aca5
3548.956011635355,a2b95d6
3744.435276493145,a1908a8
3700.126361850636,505415e
3438.827534078388,f786e41
3222.9298961742434,8f00430
2997.355523201074,7b1c086
3471.85126936843,8121180
3624.0241324643703,0e04943
3644.8577656594243,96eee48
3590.546658139643,ffd7748
3153.531055110654,3e6ac0c
3171.345390910898,e6616d1
3370.4045452009177,7b252b3
3549.6551959966932,0c7ff70
3582.117983118827,76b1fbc
3398.050698344985,8d795b9
3275.0175322309406,30f3314
2992.113178118386,e0765bb
3266.029908345544,15d61cd
3446.2372690903767,d7351a4
3504.611861008958,a02a8c9
3374.715736713944,f35189b
3149.063724159996,6f45b0a
3011.018742545558,ee3fc13
3234.022237983694,c913d68
3477.125770849042,4dec7bf
3526.513864237196,daaff37
3475.705319492408,e5a07d3
3221.178416404763,efd06d0
3055.237229067036,c037c6b
3246.7355077248567,1110030
3419.285291778968,6ce4789
3596.2524096273164,c5eb9ac
3447.442914556891,76d7382
3280.1929421328823,9a3ba7e
3137.189364970641,f200b42
3269.9212882915285,1c4e1dc
3492.5985653765824,aa0d75e
3535.333250782118,fd1647d
3448.762561964913,4fb9ace
3277.4346811280166,a26e712
3195.1176613823363,b0179d2
3251.469052908827,23043db
3418.993514290365,655708c
3600.3424510385894,2187861
3495.792059698761,06e7330
3314.910377038622,ee7f0e4
3212.8520869426443,2d72e8f
3268.0026908009672,e250a73
3498.3374221208874,b21c05b
3639.301869508439,9b375a0
3592.0659104186816,68e4a96
3328.1122824084055,89b9241
3226.700761145503,05c79d9
3253.4228624440757,5c825db
3549.2095127095254,b9e498c
3741.1827187255512,60895de
3661.66127862168,f5cfb0a
3392.9357323155655,8363c20
3231.5821153226493,cb7a4a3
3301.5438910181447,4cc27bd
3579.357990708722,c43f8b3
3842.05372976977,689a8af
3745.617569280932,4092aca
3454.1800520885504,6bb2b7e
3288.9039188241177,49276dd
3327.3246567173574,e82d3eb
3635.4661175550805,fa9d74c
3968.3958783601197,d2f7027
3831.5017606624133,52dadec
3513.3511822544383,f6a42a9
3314.3997844911974,9301297
3299.1831129041357,e390ed9
3616.125410420746,495c3ec
3955.266112051191,0f6a44d
3828.53361699215,9509b6f
3519.2102329705226,aeed999
3293.329891308608,0c3b4fb
3455.5025091452426,2187382
3810.1859778009302,0cb37bd
4179.823962968393,095a94a
4144.353625175469,4ba2ebb
3809.460861737005,22a1bcb
3572.873310194763,f53493d
3946.448120733081,e0929cc
4489.489623570774,834618e
5119.306269822729,2d50839
5092.532064076196,84c14e8
4563.63720341395,4529661
4087.4061372557685,8ba2c39
4390.273502839511,87079ae
5132.39319059156,438ff1c
6041.17649416658,0c2f158
5977.7650381931835,755b4ae
5185.984115333414,b6d2c41
4604.096945265091,af14618
4749.678324744611,9ea1b14
5767.624858605156,ef7ae73
6819.542393810163,f9569e3
6754.704300866276,a1ca768
5809.026284294042,3774bea
4999.057174542983,8b6872c
4908.393970732731,cbad409
5917.894667884394,89387b9
6962.5120005457,baa37ae
6754.684998930181,397e0ae
5811.48706451497,1894aa7
5086.3607166927795,f52ecfb
5366.148733044643,9708875
6365.285896422566,40ce2dc
7415.170879023866,9e86ad6
7258.985371062387,53426d9
6219.160828659856,2f30ecc
5373.263529707664,9d0482e
5320.012276328156,7a90863
6507.007578070003,a222508
7311.5959609097,457799c
7041.733208533219,eeb34b0
6107.964102482015,6df2fc5
5232.255088126086,b1d9a16
5375.851662375462,afd2c53
6603.91209261713,06991bb
7331.559619087148,94e53cf
6915.736218182749,e7d4a10
5960.910946645312,5d3e109
5251.07002479922,c02b98e
5430.316706257827,da27ff6
6812.390797155589,409d597
7484.582240896359,e76c65e
7221.956127179842,2a6a894
6182.836995895265,0a5999f
5230.687584393923,0afd027
5291.007473577258,f982966
6462.29071067385,c5cff8c
7197.263384413331,aca3a7b
6878.062187030578,1d3cebf
5881.176866040176,ec7fcc8
5172.281161178119,c642027
5526.549481736761,6f4e16d
6913.330665661792,8cbfd5c
7549.02052438007,ebec1c2
7408.886548958757,a293fd7
6420.251345746107,4003359
5511.478802069395,f2168a5
5602.291188802911,5350ec2
6614.367797396628,f654396
7616.653229389702,0841eb5
7610.58597121208,97d55fa
6668.93143949963,28751c5
5762.03065229367,10611eb
5482.023975248489,779c31a
6521.77331258042,1ca6d63
7532.740126711742,5308adb
7343.918183376547,72aca77
6275.006301457209,2de2077
5578.670606570895,c386017
5409.586976288969,4644019
6518.1463037882595,755df05
7428.882041155393,9d314e3
6924.168688452371,216c726
5959.830666294678,f661616
5237.562937146924,8b31800
4702.389522903705,2b337b9
4824.435451904321,e0b2889
4403.574156543376,2aff575
3794.2296330100307,6e12e5f
3444.899190702448,0dfeed6
3193.87376194613,a5b56ed
4346.439784407951,0aeb368
4482.083096815744,ca4019d
4155.686595624286,c9ab59b
3708.4264528145063,d8520d0
3391.6450897077366,caa0336
3155.255103367561,379219b
3910.734120177845,47c9d81
4061.990193780175,5ced535
3877.085309143136,f084d05
3540.0279313139517,fa2061e
3281.890255337032,b07f33e
3020.8752940786876,a77b481
3626.654373545198,0434a3d
3818.1949668917423,ca691f9
3726.1769328073256,def157f
3541.914123004365,d6dd9b4
3308.2667667511814,ec2a679
2991.836989113934,1a23cc5
3426.0958353972005,a4d7800
3556.6383044804766,95e64ba
3611.7573539967,fcc0004
3419.1764006820504,7ab2b5f
3153.1734834361837,73f5474
2987.4046495718953,ece0bef
3309.7150408500024,1bc4433
3515.380647072759,505b02b
3628.3471510229692,972b512
3467.222638510915,ce48e10
3247.318003668476,a33b551
2999.663623502203,71a8e05
3229.8273759719555,16465c1
3450.795350128645,4551fa3
3516.9173002739276,96d907a
3413.0567135598567,1059061
3165.2792742811203,83389f9
2980.890481048891,70ca270
3304.0084905873214,132c243
3528.805147745672,7ad868d
3554.178679003253,be2b8ca
3524.268936136386,68ec7ba
3209.25904285963,02dabd6
3049.263814589468,2f3fd0e
3264.21111955989,73142ee
3508.1518554666254,43486df
3614.5243396010874,af17a9d
3531.4429361321727,d801988
3271.6011255703725,78c10fb
3175.909597165236,b22ef7f
3231.91197704203,ef24e7f
3468.2771000152075,d197d26
3644.549432336961,77c6ece
3504.9464404157306,070e6f1
3337.115900801503,9efaf4c
3213.0235914355285,019a08e
3236.4887071446706,21b1c9f
3461.008237850711,986c331
3596.1484178632422,a51f3ed
3539.798919247475,31fe347
3368.9586984443686,27a2ab0
3304.400932216245,bdcedec
3275.0770281108607,006856b
3557.5246259938513,51928a1
3768.9277479835528,75fa097
3685.7784354663872,55f7e1a
3464.1531446563276,2bdd35e
3304.148969908528,8025e9f
3097.6606240841024,56ffb40
3310.635274016195,615a480
3487.2588949396904,769630a
3439.9342369783185,aceb872
3298.04008602454,1567e81
3287.0035994897667,1565b10
3288.2565257570955,97eca49
3627.41055294774,76d8335
3938.943462128541,5496be4
3832.6619149024164,079fd33
3535.664427521809,3b7babe
3328.925603946057,830f896
3318.2895085337973,4ef308c
3658.83623148475,f1215b9
3983.7377001921577,e54d0c4
3896.9311145036672,e7feb07
3574.199518046222,c42d89c
3368.2360823495214,0fa8ee1
3343.535426289831,e443efe
3689.62304320062,4a8adff
4069.0017814380035,75476dc
3956.361478781518,ef3f196
3620.7319594029223,bbdd023
3376.4788133753086,11dabcc
3516.577734863956,6bd66a0
3903.4515247235377,4891d81
4320.1268168949,7e695bf
4316.308194645106,09fd59d
3911.839075979696,42c09bd
3582.425488126396,584d418
4004.0363879142474,01063a6
4559.580299794216,a032ab9
5174.320111875103,64e02f3
5198.312164248851,1dfb4ad
4635.838303225131,aff7030
4151.644531474644,9d4e995
4516.556092461366,1d239e0
5244.727810562185,924bc5a
6087.251474128812,c3722df
6101.642057562372,2c0a3cf
5279.206125481538,87ab97d
4691.726415605302,1096910
4936.116788240993,55fa901
5890.144163220842,c1702cb
6914.458802768361,e379504
6855.490427438133,783e057
5931.966679203204,6d10917
5105.194419477202,93adacb
5327.018985052679,db7a6a3
6268.723991750386,570d4b6
7452.336040709371,8850167
7267.1332186339205,dfc13a5
6259.489390592572,9e85e80
5340.209159981648,5a2934c
5444.543826673304,4e98783
6564.242782955632,cd95ada
7684.590158420386,4305cd1
7567.386148984057,8baf2e1
6390.06669888183,f5d29f8
5414.6535865193955,551ee64
5538.986262693703,85c2a82
6636.947465685499,e9289d8
7654.478263198553,261f78e
7463.975638423385,56a3744
6360.870202337534,fd69d2c
5433.06743290701,c5d7282
5295.24797964383,a4d4650
6703.343292541244,8b2731a
7478.427290829027,6802d71
7218.388731982903,98213c0
6250.252427469707,218ebe2
5239.001819012639,fb93b5f
5700.746075443615,f2f536b
6909.327005521996,14860e7
7767.103989620319,f7e2f1b
7474.952446867156,d674788
6442.987614374392,c6bad08
5437.5965390404235,5589c38
5663.8583060053015,287c19b
6966.188636664277,3e194a5
7883.548009694004,02b3ba7
7573.536734403931,ae0cb88
6443.328594880769,eebcb26
5453.756753108185,cded2ab
5845.796747218332,21ca46d
7302.801295939114,6385b09
8481.469894508153,f155189
8192.853798623073,afd775c
7060.778219701057,d8537a6
6033.4565746916105,65c81b1
5835.514141745794,c75a1da
7204.9049312765865,16e7d3f
8309.04777786313,e3922f4
8111.97061857307,328e50f
6973.7863513125,7428a25
5983.223143087072,bf3ce63
6054.939928645321,a4dfe68
7185.912827767735,7935657
8419.392300167277,1b6013b
8198.400674983148,d302f61
7075.51591544349,bc251c8
6041.752639768452,b0676ac
5698.436648369488,c112573
6710.535173057129,ea12f66
7509.830347276904,9e7b3f6
7055.8550591932635,62b0529
6096.3411633843525,de655f6
5358.630420002268,0aa57c8
4658.662132413841,dcaf397
4825.480341570886,8d8a8fa
4384.135678993403,5e78b01
3808.7642170674094,51509f1
3458.2778989579397,7320d87
3194.5450483886602,85ae3ce
4187.4917888232485,5eba476
4389.766059305393,a44f659
4105.48171485757,27ebf99
3615.6550498565957,39b5598
3364.3041158025567,ded1b3a
3123.399613309783,6daa2bc
3744.3879558437925,469db6d
3948.7371425832075,f215fb3
3735.2184366044803,537c41e
3392.0020480757066,cfc80d2
3126.199249955695,976698e
2953.370483602228,a9f3eea
3448.8577633490167,40f420c
3621.5688561110014,039d32c
3544.101515250837,ab64c01
3293.462322954932,5583069
3054.2756215870745,07f551e
2894.71064472859,04ca339
3255.796249168445,e4e2915
3440.761189114633,4506929
3420.1808849802246,394a10b
3213.611836030263,26d6c16
2999.071247703279,15ead00
2869.101281203195,540bba4
3131.062582388469,8298c39
3332.183898413674,7f9ddec
3371.2917974221764,77a3906
3214.636223010049,90f3ebc
3002.1627527898418,f7b1542
2885.804962204111,bb10131
3188.7765836636454,9eed0c2
3369.1494451125186,700a6a8
3433.1653033836005,baa3dc5
3360.7487632411717,76a3c2a
3107.62614720511,9e2e0d2
2959.8698026773463,e850603
3189.2928821293945,ec35891
3388.7212590618856,61a2588
3455.803309192705,b74092b
3400.700770191591,3770bbc
3184.517314502467,14f6dcf
3044.642276041549,f523f4c
3272.5956067553743,1382ee5
3476.284160861937,6aedba6
3611.727288286023,80d1c37
3510.702285039981,17bbf1d
3271.456066582028,c81cc59
3147.400861322505,a11a275
3242.4291695130464,814f04c
3494.548434262306,6abe1b8
3549.769333093791,da0e6a8
3496.6449005446066,ee2a31e
3312.7546102029614,2055a80
3246.752288114666,8fdd1e8
3261.588780525446,cf9ca45
3486.915752045669,a38a128
3591.7008235048684,f99e392
3536.218544522338,8d91e08
3318.213256535178,3a5e13a
3261.1736452808127,a92d8a9
3267.4734541242856,eeb67df
3520.1825069027796,95782e1
3681.391861434531,f2415c7
3606.01548514675,2423025
3392.0637256307127,27df248
3285.4881707541726,53e301a
3259.293542812691,e356faa
3516.5627057436727,78bf9cb
3718.3607157889714,cb404e7
3654.2127778668255,1ab14cb
3408.6358587324567,d80ac7e
3310.0418643353805,493becc
3305.5735700387227,38e2a89
3607.715267402592,8fed3c2
3856.238704367898,237a1f6
3792.527058082146,2e0ce4f
3536.9696462304473,769f318
3320.258217835115,0486128
3312.5116441557057,915e47c
3634.4950747253974,d2cad09
3917.5301406300086,16698d4
3876.5591305631974,bfe174a
3583.983251224872,9f96595
3378.661330237901,629cb5d
3328.068080019435,010a375
3661.459654320993,982580c
3952.763073252614,76c0dd5
3944.4932884907926,075df2a
3662.6692841851473,c49d6f5
3431.737904624292,937193c
3526.0840438898767,ff8178e
3869.588979168763,009b792
4256.989949058389,bc14e30
4286.227160040535,6cdc5d9
3896.9701897250598,8caad1f
3635.676780693535,3f42f90
3950.488583175816,1c81cb3
4508.707567062728,5a4a47e
5204.295966653573,6c2a8fa
5173.502023065859,24718b3
4598.709670115146,125784e
4123.428061194609,f17688a
4418.827223005721,5ac3100
5062.606985982995,e37c2c3
5985.755537408778,79f8305
5963.1418980155,7aaf0d9
5207.237018124191,2674aa3
4641.45740407246,e32bd5b
4732.314705885129,1814427
5705.838729219614,fc2850e
6728.19990118719,a372567
6734.776570347507,a2bb60d
5819.143843837734,2014fce
4964.060303486631,99fd4b3
5132.3573400930745,f38fb98
6217.778468006652,dc94af5
7252.856158196424,5450f08
6843.136443653143,70afe40
5984.404306551846,56d4cf8
5211.511185420937,78a28c0
5260.7668520672305,13d46be
6340.261134095549,ad2616c
7602.562038169171,b497065
7484.926189220572,10410fa
6318.061803426419,8d2cd13
5313.170943823473,188b356
5523.026567943905,2cd369c
6579.531858170965,10206a2
7635.484476332895,91bf3e6
7225.704440237041,ebaffe0
6174.284318548082,c1e2b10
5294.705239448057,5899256
5594.487302787944,6adcdc4
6853.926717053823,0e8d54e
7682.640533775566,0bcb7c0
7257.940926030522,f91616e
6145.113050237729,0903bfe
5339.0811216882375,4ed6542
5434.369311871935,2930c6c
6706.517104507474,62fa7c9
7578.6486121872695,31154c3
7138.383921049638,3caee94
6035.260535400871,5d99570
5218.8069697257815,6df31c4
5434.097405775089,a40c575
6849.960434242835,901eafd
7677.277777988889,fb6d509
7403.189419948794,dacebb8
6199.267192045216,b51d6b2
5214.688436713455,c6fec4f
5709.244148407201,5ad11f6
6946.811092070924,8ff3d00
8287.704548757278,93d172e
7997.932050513776,2920675
6828.216315096374,90c1b37
5801.077982060502,e54953c
5782.916028379895,413461a
7086.014233634466,1b4d6b2
8355.718289466511,a144f4c
8124.606023152044,ebaee1e
6970.472417851094,1edc88a
5916.693226578227,c9b66c8
5694.236823301738,f4feb9d
6972.254484081766,7ef1f98
8300.938641754317,ba415d2
8114.052730190906,a503bc9
6885.50860509167,a155ae0
5806.960845696911,3c09780
5474.903899639638,e237dfa
6642.915518508515,3d594eb
7475.003169946041,43ed96b
7036.806632641692,04e5fb5
6024.50508495263,2a27a05
5269.217311998271,c39b801
4706.121625316964,fd881a0
4858.2396989882745,a1a3641
4394.444937533048,072d1c5
3808.8568101909227,25a41fe
3459.2156808213454,d31dea4
3217.9655362414383,e505318
4311.368497214928,af0392c
4454.177614474562,44752bd
4164.54036200867,85f865b
3771.5774039038865,9fafc3b
3401.458580069361,b596581
3121.5845464797126,c3bc166
3938.846410839569,1b94497
4084.707680288791,f4c528b
3840.2994906869017,64d3624
3542.418092493514,f2cc9e8
3242.301101572806,a0d4e19
3042.741181547475,43a1f14
3540.4370430525832,b6faf44
3697.6735610587134,d67fa4e
3587.1275328575134,91b1a56
3458.857192318826,2bd5ba6
3106.041945270244,4ec84ce
2978.7965593680856,fc273e0
3349.165738012562,ac2e29f
3481.2081872643357,793b0ae
3500.609694653048,e7a688d
3383.323270803082,044d71e
3111.897376959125,8936e40
3011.3316118329926,2bbfa34
3260.3032911821374,13ef427
3443.6960714651636,d00e3ff
3485.271871180322,ba3ce97
3365.277978032219,939194e
3111.476511632833,6667289
3003.6316660443285,50d0a63
3202.6015206339034,662f7d8
3423.512065860817,cf2f36d
3484.7587499055558,e22d811
3343.8891436260146,8d79951
3082.9854840790463,8aec6e8
3018.044155626926,187c670
3197.913648343911,fcfdc71
3431.8135101934913,f73e8ff
3460.237987557801,a251d89
3378.0426085382937,7c76260
3153.8617268453754,d9bd1a8
3050.044950676115,b6bb878
3218.9606808114027,0206db6
3385.972638133009,90f5783
3463.1750239089015,0d6b10c
3375.783087059843,bb2c8ed
3234.5555947249027,97e41ed
